date,stock,title,content
2011-12-01,EBAY,"More than a decade after the term ""m-commerce"" was originally coined, it might finally signify...","More than a decade after the term ""m-commerce"" was originally coined, it might finally signify something more than hype: eMarketer forecasts U.S. mobile commerce sales will rise 91% this year to $6.7B, and grow to $31B by 2015. Consumer are increasingly relying on smartphones and tablets to assist with their holiday shopping (I, II), a trend which eBay (NASDAQ:EBAY) and others are hoping to profit from."
2011-12-05,EBAY,eBay (EBAY +4.2%) spikes higher after Raymond James raises its rating to Strong Buy with a $39...,"eBay (EBAY
+4.2%) spikes higher after Raymond James raises its rating to Strong Buy with a $39 price target, based on expected âsolidâ results this quarter in the core MarketPlace unit and PayPal. RJ likes the stock valuation, with shares trading at 8x 2012 EV/EBITDA and 13x estimated 2012 non-GAAP  EPS, with profits growing at 14.5% compounded in 2010-13."
2011-12-06,EBAY,"Bah, humbug!: EBAY takes a PR hit when TechCrunch outs PayPal's donations service as being too...","Bah, humbug!: EBAY
takes a PR hit when TechCrunch outs PayPal's donations service as being too stingy with customers after shutting down the account of a charity trying to raise money to pay for holiday gifts for kids of financially-pressured parents. While acknowledging the rampant attempts at fraud that PayPal has to contend with, John Biggs still finds Amazon (NASDAQ:AMZN) and Google Check-Out (NASDAQ:GOOG) better options for firms looking to collect money online."
2011-12-07,EBAY,"More from Canaccord: Names started at Hold include Amazon (AMZN - its ""dominance"" will continue,...","More from Canaccord: Names started at Hold include Amazon (AMZN - its ""dominance"" will continue, but low margins will outlast investor patience), eBay (EBAY - more opportunities to service merchants, but recent Marketplaces growth may not be sustainable); and Pandora (P - Internet radio growth offset by IPO lockup expiration, competition, and high valuation)."
2011-12-14,EBAY,"Jefferies reiterates a Buy and $42 PT on eBay (EBAY -1.8%), claiming its checks suggest eBay's...","Jefferies reiterates a Buy and $42 PT on eBay (EBAY
-1.8%), claiming its checks suggest eBay's U.S. operations are performing better than expected during the holiday season. The firm thinks eBay's U.S. strength will ""offset macro-induced weakness in Europe,"" and translate into strong Q4 results. (previously)"
2011-12-14,EBAY,"In addition to starting Yahoo (YHOO) with a Sell, Goldman's Heath Terry is launching coverage on...","In addition to starting Yahoo (YHOO) with a Sell, Goldman's Heath Terry is launching coverage on many other Internet names. GRPN, PCLN, ACOM, and EBAY receive Buy ratings; Terry likes Ancestry.com's business model, and is a fan of Priceline's international exposure. However he's bearish on comScore (NASDAQ:SCOR), arguing technology changes will make it hard for the research firm to maintain data quality."
2011-12-14,EBAY,PayPal (NASDAQ:EBAY) is taking on Groupon (NASDAQ:GRPN) and LivingSocial with plans to enter the...,"PayPal (NASDAQ:EBAY) is taking on Groupon (NASDAQ:GRPN) and LivingSocial with plans to enter the market for online daily-deals, a market which could potentially more than double in size by 2015 to $4.2B. PayPal plans to target its 103M customers with coupons tailored to their buying habits and mobile-phone locations."
2011-12-16,EBAY,EBay (NASDAQ:EBAY) is partnering with three major retailers to get online shoppers to also buy...,"EBay (NASDAQ:EBAY) is partnering with three major retailers to get online shoppers to also buy in the store, offering those who spend $100 online a $10 voucher to spend at the same retailer's store. The promotion, which takes the opposite approach of Amazon's (NASDAQ:AMZN) recent effort, will run through Dec. 19 with three retailers: Toys 'R' Us, Dick's Sporting Goods (NYSE:DKS) and Aeropostale (NYSE:ARO)."
2011-12-20,EBAY,eBay's (NASDAQ:EBAY) PayPal unit joins Google Wallet and Isis in embracing near-field...,eBay's (NASDAQ:EBAY) PayPal unit joins Google Wallet and Isis in embracing near-field communications (NFC) technology for enabling mobile payments. PayPal is testing out a system with Swedish retailers in which payment could be made using a combination of NFC chips and PayPal's iOS/Android apps. The initiative follows up on offline payment solutions PayPal introduced in September. (also)
2011-12-22,EBAY,"eBay (NASDAQ:EBAY) has acquired BillSAFE, a German developer of technology for allowing online...","eBay (NASDAQ:EBAY) has acquired BillSAFE, a German developer of technology for allowing online shoppers to conclude a purchase by means of an invoice (popular in Germany and certain other EU countries), for an undisclosed sum. eBay plans to integrate BillSAFE's solutions with those of its PayPal unit - its latest move to expand the arsenal of tools it provides for online merchants."
2011-12-28,EBAY,Mobile app downloads continue to soar: mobile marketing firm Fiksu estimates downloads for the...,"Mobile app downloads continue to soar: mobile marketing firm Fiksu estimates downloads for the top 200 free iOS apps rose 15% M/M and 83% Y/Y in November, to 5.65M/day. ABI estimated in October industry-wide downloads would grow to 29B in 2011; the trend is both enabling new success stories such as Rovio and Square, and bolstering existing web leaders such as Facebook, eBay, and Pandora."
2012-01-04,EBAY,Some tech giants are so opposed to the Stop Online Piracy Act [SOPA] that there's been talk of a...,"Some tech giants are so opposed to the Stop Online Piracy Act [SOPA] that there's been talk of a ""nuclear option"" where firms including Google (NASDAQ:GOOG), Amazon (NASDAQ:AMZN), Yahoo (YHOO) and eBay (NASDAQ:EBAY) would simultaneously go dark to protest the legislation. With the Senate scheduled to debate SOPA on Jan. 24, the blackout would most likely happen on Jan. 23."
2012-01-04,EBAY,Yahoo (YHOO) investors may not be happy PayPal's Scott Thompson has been named CEO . but eBay...,Yahoo (YHOO) investors may not be happy PayPal's Scott Thompson has been named CEO ... but eBay (NASDAQ:EBAY) investors are even more upset Thompson will no longer be in charge of their company's biggest growth engine. Shares -3.4% premarket.
2012-01-04,EBAY,eBay (EBAY -3.5%) CEO John Donahoe will manage PayPal on an interim basis following the...,"eBay (EBAY
-3.5%) CEO John Donahoe will manage PayPal on an interim basis following the departure to Yahoo of Scott Thompson. ""PayPal had an outstanding 2011 and a strong close to the fourth quarter,"" Donahoe writes. It ""has an enormous opportunity in front of it and we will not slow down."""
2012-01-04,EBAY,There's more going on with today's slide in eBay (EBAY -4%) shares than mere disappointment at...,"There's more going on with today's slide in eBay (EBAY
-4%) shares than mere disappointment at the loss of a key executive. Robert W. Baird's Colin Sebastian thinks it means any potential PayPal spinoff isn't likely to happen. Scott Thompson wanted to run his own shop, and it wasnât going to happen any time soon at eBay. YHOO -2.5%."
2012-01-04,EBAY,Yahoo's (YHOO -1.8%) hiring of PayPal (EBAY -3.6%) CEO Scott Thompson has investors seeing...,"Yahoo's (YHOO -1.8%) hiring of PayPal (EBAY
-3.6%) CEOÂ Scott Thompson has investors seeing the probable end of evaluation of strategic alternatives, but Wall Street analysts offer lukewarm praise. Piper Jaffray's Gene Munster believes the hire is a ""slight positive"" since it is ""likely to refocus employees who had lacked a permanent CEO for months."""
2012-01-05,EBAY,"Argus comes to eBay's (NASDAQ:EBAY) defense following yesterday's decline, which was triggered...","Argus comes to eBay's (NASDAQ:EBAY) defense following yesterday's decline, which was triggered by Scott Thompson's departure for Yahoo (I, II). The firm asserts PayPal's growth over the next few years will be driven more by execution than strategy (where, presumably, Thompson had a major impact), and that eBay's margins will increase this year."
2012-01-06,EBAY,eBay's (NASDAQ:EBAY) PayPal unit is trialing a payment service with Home Depot (NYSE:HD) that...,"eBay's (NASDAQ:EBAY) PayPal unit is trialing a payment service with Home Depot (NYSE:HD) that allows customers to check out using their PayPal accounts. Webush's Gil Luria thinks large-scale adoption by Home Depot ""would increase PayPal's addressable market by about 35%."" The Home Depot trial covers one of multiple offline payment solutions PayPal introduced in September. PayPal is also testing out NFC technology."
2012-01-09,EBAY,Analysts believe a PayPal spinoff could result in a 30% gain for eBay (NASDAQ:EBAY) shares....,"Analysts believe a PayPal spinoff could result in a 30% gain for eBay (NASDAQ:EBAY) shares. While the Street thinks highly of fast-growing PayPal, sentiment towards eBay's Marketplaces business has been more tepid, and that's depressed the company's valuation. eBay's unwillingness to spin off PayPal, perhaps due to its synergies with Marketplaces, has been speculated as a reason for Scott Thompson's departure."
2012-01-11,EBAY,"PayPal recorded nearly $4B in mobile payments last year - up from $750M in 2010, and well above...","PayPal recorded nearly $4B in mobile payments last year - up from $750M in 2010, and well above the $1.5B it expected to bring in - says a company exec. In addition to introducing popular iOS and Android apps, and supporting various third-party apps, PayPal is experimenting with NFC technology and and offline payment solutions. Parent eBay (NASDAQ:EBAY) acquired mobile payments startup Zong in July. (previously)"
2012-01-18,EBAY,The whisper number for EBAY's Q4 earnings report - due after the bell today - from the Estimize...,"The whisper number for EBAY's Q4 earnings report - due after the bell today - from the Estimize community is above that of the Street. Select analysts also seem to be leaning toward an earnings beat after dissecting CEO John Donahoe's positive comments about the firm's PayPal unit last week. More on EBAY's report: (I, II)"
2012-01-18,EBAY,PayPal (NASDAQ:EBAY) is set this week to expand a trial point of sale payment system with Home...,"PayPal (NASDAQ:EBAY) is set this week to expand a trial point of sale payment system with Home Depot, with plans to have it in place in all HD stores by March. They system will allow customers to make payment with or without a card. ""It needs to reach scale very quickly,"" says a PayPal spokesman, ""This won't catch on ... until it's ubiquitous."""
2012-01-18,EBAY,Repeating its Sell rating on eBay (EBAY -1.8%) ahead of the company’s Q4 earnings report...,"Repeating its Sell rating on eBay (EBAY
-1.8%) ahead of the companyâs Q4 earnings report due after the close, Deutsche Bank expects results in-line to slightly better than  consensus but that âunderlying weakness at the  company lies ahead in 2012, especially as the U.S. dollar strengthens  and comps get tougher in March and beyond... there is  growing risk to Street expectations."""
2012-01-18,EBAY,"Notable earnings after Wednesday's close: EBAY, FFIV, FUL, KMP, SLM, XLNX","Notable earnings after Wednesday's close: EBAY, FFIV, FUL, KMP, SLM, XLNX"
2012-01-18,EBAY,"eBay (NASDAQ:EBAY) is due to report its Q4 results after the bell, with analysts expecting EPS...","eBay (NASDAQ:EBAY) is due to report its Q4 results after the bell, with analysts expecting EPS of $0.57 on revenue of $3.32B. SA author Jiang Zhang notes that eBay gave a conservative guidance in Q3, ""which gives room for an earnings surprise due to strong holiday sales numbers and the continued ramp up in mobile e-commerce."""
2012-01-18,EBAY,"More on eBay's Q4: Company expects Q1 revenue of $3.05B-$3.15B and EPS of $0.50-$0.51, below a...","More on eBay's Q4: Company expects Q1 revenue of $3.05B-$3.15B and EPS of $0.50-$0.51, below a consensus of $3.16B and $0.54. Expects 2012 revenue of $13.7B-$14B and EPS of $2.25-$230, compared with a consensus of $13.66B and $2.31. Q4 Marketplaces revenue +16% Y/Y (+17% in Q3). PayPal revenue +28% Y/Y (+32% in Q3). 106.3M registered PayPal accounts, up 3.1M Q/Q. EBAY
+1.3% AH.Â (PR)"
2012-01-18,EBAY,eBay (NASDAQ:EBAY): Q4 EPS of $0.60 beats by $0.03. Revenue of $3.4B (+35% Y/Y) beats by $0.2B....,eBay (NASDAQ:EBAY): Q4 EPS of $0.60 beats by $0.03. Revenue of $3.4B (+35% Y/Y) beats by $0.2B. Shares +2.3% AH. (PR)
2012-01-19,EBAY,eBay (EBAY +4.1%) CEO John Donahoe gives a peek under the hood at some of the firm's online...,"eBay (EBAY
+4.1%) CEO John Donahoe gives a peek under the hood at some of the firm's online metrics for the holiday season during an earnings CC. He says the tech concern recorded up to 10K transactions per minute on Cyber Monday and hit its biggest mobile payday ever with consumers spending $180 per second through eBay apps over the holiday season."
2012-01-19,EBAY,"Nomura is reiterating a Neutral on eBay (EBAY +3.1%) following yesterday's Q4 beat (I, II)....","Nomura is reiterating a Neutral on eBay (EBAY
+3.1%) following yesterday's Q4 beat (I, II). While recognizing the margin strength shown by eBay's Marketplaces business, the firm also notes its North American gross merchandise volume only rose 10% Y/Y, well below Nomura's 18% forecast. This reinforces Nomura's skepticism regarding the sustainability of Marketplaces' turnaround. (transcript)."
2012-01-22,EBAY,Office Depot (NYSE:ODP) is testing PayPal's (NASDAQ:EBAY) new point-of-sale system in a few of...,"Office Depot (NYSE:ODP) is testing PayPal's (NASDAQ:EBAY) new point-of-sale system in a few of its stores, according to a top executive. This follows news Home Depot is expanding its initial pilot test with an eye towards moving it into all stores this Spring. The system allows customers to purchase items without a card, instead using just their phone number and a PIN."
2012-01-24,EBAY,eBay (NASDAQ:EBAY) CEO John Donahoe tells an audience at a conference in Germany that the tech...,eBay (NASDAQ:EBAY) CEO John Donahoe tells an audience at a conference in Germany that the tech giant is open to acquiring more innovative startups. He also says he's working to find a new top exec for the firm's PayPal business after losing Scott Thompson to Yahoo.
2012-02-01,EBAY,"In spite of Amazon's (AMZN -8.6%) revenue weakness and selloff, e-commerce peers eBay (EBAY...","In spite of Amazon's (AMZN
-8.6%) revenue weakness and selloff, e-commerce peers eBay (EBAY
+2.3%) and Groupon (GRPN
+3.6%) are actually outperforming the NASDAQ today. The gains could be evidence the Street believes Amazon's woes are company-specific and/or have much to do with a mix shift towards third-party retailers. (more on AMZN)"
2012-02-06,EBAY,"PayPal says it's a supporter of NFC technology, which acts as the foundation for Google Wallet...","PayPal says it's a supporter of NFC technology, which acts as the foundation for Google Wallet and Isis, but views its requirement that users be at a particular location to be restrictive. As a result, PayPal is also looking at solutions that allow for payments away from the register. At the same time, the eBay (NASDAQ:EBAY) unit is pushing forward with its non-NFC point-of-sale trials for major retailers."
2012-02-15,EBAY,"Though seen as a rival by many of them, eBay (NASDAQ:EBAY) says it wants to partner with major...","Though seen as a rival by many of them, eBay (NASDAQ:EBAY) says it wants to partner with major retailers rather than compete with them. The company boasts it can provide retailers with tools and services to monetize referral traffic, expand internationally, and get a better read on customer demographics. eBay's PayPal and X.commerce units both have lofty ambitions for partnering with retailers large and small."
2012-02-15,EBAY,"eBay (EBAY +1.7%) is added to the Best Ideas List at Wedbush, which believes shares will...","eBay (EBAY
+1.7%) is added to the Best Ideas List at Wedbush, which believes shares will outperform during the transformation into a payments-driven company:Â ""We believe PayPal will  continue to grow 25%-plus, making it eBayâs largest business by 2014 and sustaining overall mid-teen revenue growth, in contrast to consensus expectations for decelerating growth."""
2012-02-21,EBAY,"eBay (NASDAQ:EBAY) agrees to acquire WHI Solutions, ""a provider of software and digital catalog...","eBay (NASDAQ:EBAY) agrees to acquire WHI Solutions, ""a provider of software and digital catalog solutions for auto parts distributors and retailers."" The purchase should allow eBay Motors offer improved parts selection to buyers and enable retailers and distributors to reach more customers. (PR)"
2012-02-21,EBAY,"eBay (NASDAQ:EBAY) is acquiring WHI Solutions, a provider of software and digital catalogs for...","eBay (NASDAQ:EBAY) is acquiring WHI Solutions, a provider of software and digital catalogs for auto parts distributors and retailers. The company says the purchase will allow it to expand the catalog of items for sale on eBay Motors, which is locked in touch competition with AutoTrader and Cars.com, and to also make it easier for sellers to list inventory."
2012-02-23,EBAY,Amazon (AMZN -1.4%) agrees to collect and pay sales taxes for purchases made from online...,"Amazon (AMZN
-1.4%) agrees to collect and pay sales taxes for purchases made from online retailers with a physical presence in Virginia as part of an agreement with the governor's office. It's been a two-front war from Amazon on the online sales tax issue, as it supports a national online sales tax bill seen as potentially crippling to rival EBAY and fights states one by one on collecting taxes."
2012-02-24,EBAY,"eBay's (NASDAQ:EBAY) PayPal unit is easily its largest growth engine, and still has plenty of...","eBay's (NASDAQ:EBAY) PayPal unit is easily its largest growth engine, and still has plenty of room for expansion. But a recent decision to put certain PayPal payments for eBay purchases on hold for 21 days has sellers infuriated, and could speak to a broader risk of the parent company interfering with the success of a subsidiary that has largely been left to its own devices - especially given the recent departure of PayPal's CEO."
2012-02-27,EBAY,eBay (NASDAQ:EBAY) sheds some light on the explosive growth of mobile commerce by saying that it...,"eBay (NASDAQ:EBAY) sheds some light on the explosive growth of mobile commerce by saying that it projects to book $8B (+60% Y/Y) in mobile commerce retail volume in 2012, with its PayPal unit processing $7B (+75% Y/Y) in mobile payments."
2012-02-29,EBAY,American Express (AXP -0.6%) launches a Facebook app that will allow users to pay each other for...,"American Express (AXP
-0.6%) launches a Facebook app that will allow users to pay each other for free on the social networking site. The new service will compete directly with PayPal's (EBAY
-1.5%) app that was launched last fall."
2012-03-01,EBAY,"Wedbush is singing eBay's (EBAY +1.8%) praises following a meeting with management, arguing...","Wedbush is singing eBay's (EBAY
+1.8%) praises following a meeting with management, arguing PayPal's adoption will continue to surge thanks to retailer frustration with existing payment methods. The firm also believes eBay's 2008 acquisition of Bill Me Later will help PayPal differentiate itself, given the payment option flexibility it provides to customers."
2012-03-09,EBAY,Google (NASDAQ:GOOG) is warning mobile developers their apps could be removed from Google Play...,"Google (NASDAQ:GOOG) is warning mobile developers their apps could be removed from Google Play if they continue to use payment services other than Google Wallet, such as eBay's (NASDAQ:EBAY) PayPal and Zong. Google says it's motivated by a desire to simplify Android's oft-criticized mobile payment process. Nonetheless, like other recent efforts by Google to streamline its services (I, II), criticism abounds."
2012-03-09,EBAY,PayPal (NASDAQ:EBAY) plans to unleash a new payment platform for small businesses at an event...,"PayPal (NASDAQ:EBAY) plans to unleash a new payment platform for small businesses at an event next week. The company hasn't released any details, but speculation centers on a product that attempts to cut into the runaway success of Square in the mobile payments space."
2012-03-09,EBAY,"LLY, APC, EBAY, SPG, ACN, and SBUX are joining the S&P 100 as of the close of trading on...","LLY, APC, EBAY, SPG, ACN, and SBUX are joining the S&P 100 as of the close of trading on March 16. The companies will replace ETR, XRX, WY, AVP, S, and A."
2012-03-13,EBAY,eBay (NASDAQ:EBAY +2.1%) decides to reverse itself over its prior decision to ban selling...,"eBay (NASDAQ:EBAY
+2.1%) decides to reverse itself over its prior decision to ban selling e-books via PayPal with material deemed obscene - but not illegal. The original position drew the ire of groups representing writers and free speech advocates."
2012-03-14,EBAY,PayPal (NASDAQ:EBAY) will reportedly take on rapidly-growing Square by offering a rival...,"PayPal (NASDAQ:EBAY) will reportedly take on rapidly-growing Square by offering a rival credit-card swiping device that will charge a slightly lower fee (2.7% vs. Square's 2.75%). The move is another sign of PayPal's aggressive push into mobile and offline payments, leveraging a variety of solutions. However, in this instance, the fact Square has already signed up over 1M merchants will make things difficult. (previously)"
2012-03-15,EBAY,Credit Suisse rains on eBay's (NASDAQ:EBAY) parade with a downgrade to Neutral from Outperform...,"Credit Suisse rains on eBay's (NASDAQ:EBAY) parade with a downgrade to Neutral from Outperform on a valuation call after shares ran up 24% YTD. Analysts keep a $40 price target in place and stay ""positive"" on the firm's long-term opportunities. Shares -0.8% premarket."
2012-03-15,EBAY,"PayPal officially unveils PayPal Here, an anticipated mobile payment solution that takes aim at...","PayPal officially unveils PayPal Here, an anticipated mobile payment solution that takes aim at Square. Leveraging a triangle-shaped dongle and mobile apps, PayPal says its offering, which it will push to its 100M+ customers, comes with a debit card that gives merchants 1% cash-back on some purchases, potentially lowering its rate to 1.7%. The news isn't helping eBay (EBAY
-2.1%) shares, which remain pressured by a Credit Suisse downgrade."
2012-03-16,EBAY,Ryan Kim has mixed feelings about the launch of would-be Square killer PayPal Here. He likes the...,"Ryan Kim has mixed feelings about the launch of would-be Square killer PayPal Here. He likes the service's support for PayPal's (NASDAQ:EBAY) mobile apps, and is intrigued by the potential for X.commerce integration. But he thinks it still lacks key features, and has concerns about PayPal's ability to execute. Meanwhile, Matt Rosoff is more excited about PayPal's introduction of an app-based service that allows users to pay retailers without pulling out their wallets or phones."
2012-03-19,EBAY,Shares of eBay (EBAY -1.3%) are downgraded to Neutral from Buy by Citigroup as they approach the...,"Shares of eBay (EBAY
-1.3%) are downgraded to Neutral from Buy by Citigroup as they approach the firm's $39 price target.  ""We see the risk-reward as less compelling,"" Citi's Mark Mahaney writes. ""We do view the recent share price surge as well justified  and, therefore, would be buyers of the stock on any material pullback,  all else held equal."""
2012-03-22,EBAY,Home/apartment rental site owner Primedia is acquiring eBay's (NASDAQ:EBAY) Rent.com subsidiary...,"Home/apartment rental site owner Primedia is acquiring eBay's (NASDAQ:EBAY) Rent.com subsidiary for an undisclosed sum, thereby bringing a small amount of consolidation to a fragmented market. Zillow (NASDAQ:Z) -0.6% AH. (PR)"
2012-03-28,EBAY,"eBay (NASDAQ:EBAY) is targeting growth in India, investing more money and fine-tuning its...","eBay (NASDAQ:EBAY) is targeting growth in India, investing more money and fine-tuning its strategy there as it tries to steer Indian customers away from low-margin electronic goods to higher-margin purchases like clothes and shoes. The stakes are huge, with India's online shopping market expected to hit $70B by 2020 from just $600M now."
2012-03-29,EBAY,"eBay (EBAY -1%) names David Marcus as President of PayPal to replace Scott Thompson, who left...","eBay (EBAY
-1%) names David Marcus as President of PayPal to replace Scott Thompson, who left the company in January. Marcus will assume his new role on Monday; he joined PayPal in August 2011 after the company bought Zong, a provider of mobile payments, where he was founder and CEO. (PR)"
2012-04-04,EBAY,PayPal (NASDAQ:EBAY) follows up on the release of Square rival PayPal Here by launching PayPal...,"PayPal (NASDAQ:EBAY) follows up on the release of Square rival PayPal Here by launching PayPal Payments, an all-in-one solution for small businesses that covers online, in-store, and mobile payments. Both free and paid service plans will be offered. Also, in order to drive home the fact PayPal is no longer a mere PC web payment solution, the company is removing the word ""website"" from all its products."
2012-04-17,EBAY,"Notable earnings after Wednesday's close: AXP, CCK, CVBF, CYS, EBAY, FFIV, LRCX, MAR, NE, QCOM,...","Notable earnings after Wednesday's close: AXP, CCK, CVBF, CYS, EBAY, FFIV, LRCX, MAR, NE, QCOM, SLM, STLD, SWK, VMW, WLT, YUM"
2012-04-18,EBAY,"eBay (NASDAQ:EBAY) is now up 7.6% AH thanks to its Q1 report, which featured stellar numbers for...","eBay (NASDAQ:EBAY) is now up 7.6% AH thanks to its Q1 report, which featured stellar numbers for its PayPal unit. During eBay's earnings call (live blog), CEO John Donahoe noted PayPal is now being used to pay for 76% of eBay auctions, and is a payment option in 2,000 bricks-and-mortar stores. He adds eBay's Marketplaces business is benefiting from strong customer retention and 9.5% active buyer growth."
2012-04-18,EBAY,eBay (NASDAQ:EBAY): Q1 EPS of $0.55 beats by $0.04. Revenue of $3.3B (+29% Y/Y) beats by $150M....,eBay (NASDAQ:EBAY): Q1 EPS of $0.55 beats by $0.04. Revenue of $3.3B (+29% Y/Y) beats by $150M. Shares +3.1% AH. (PR)
2012-04-18,EBAY,"More on eBay's Q1: Company expects Q2 revenue of $3.25B-$3.35B and EPS of $0.53-$0.55, compared...","More on eBay's Q1: Company expects Q2 revenue of $3.25B-$3.35B and EPS of $0.53-$0.55, compared with consensus of $3.36B and $0.54. 2012 guidance is more solid: revenue of $13.8B-$14.1B and EPS of $2.30-$2.35 vs. consensus of $13.85B and $2.30. Q1 PayPal revenue +32% Y/Y, active accounts +12% to 109.8M, payment volume +24% to $33.9B. Marketplaces revenue +11% Y/Y to $1.73B. $240M worth of shares repurchased. EBAY
+5.4% Y/Y. (PR) (CC webcast)"
2012-04-18,EBAY,"Notable earnings after Wednesday's close: AXP, CCK, CVBF, CYS, EBAY, FFIV, LRCX, MAR, NE, QCOM,...","Notable earnings after Wednesday's close: AXP, CCK, CVBF, CYS, EBAY, FFIV, LRCX, MAR, NE, QCOM, SLM, STLD, SWK, VMW, WLT, YUM"
2012-04-19,EBAY,Premarket gainers: HGSI +100%. MLNX +25%. QIHU +22%. GILD +15%. EBAY +9%. CY +8%. CVI +8%. FFIV...,"Premarket gainers: HGSI
+100%. MLNX
+25%. QIHU
+22%. GILD
+15%. EBAY
+9%. CY
+8%. CVI
+8%. FFIV
+7%. DNDN
+6%. CTIC
+6%. MS
+6%. BSX
+5%. WOLF
+4%. BACV +3%. ASML
+3%.Losers: ACHN
-6%. TNP
-6%. QCOM
-5%. FTE -4%. EMC -3%. STD -3%. TEF
-3%."
2012-04-19,EBAY,"eBay (NASDAQ:EBAY) +9.1% premarket after reporting Q1 sales and profit that topped estimates,...","eBay (NASDAQ:EBAY) +9.1% premarket after reporting Q1 sales and profit that topped estimates, spurred by growth in its PayPal online payments business. Benchmark upgrades shares to Buy from Hold, believing the market opportunity for PayPal is understated given the potential for a meaningful increase in merchant and consumer adoption rates."
2012-04-19,EBAY,eBay (EBAY +16%) is now making new 52-week highs on the back of its Q1 beat and strong PayPal...,"eBay (EBAY
+16%) is now making new 52-week highs on the back of its Q1 beat and strong PayPal data. Piper is joining Benchmark in upgrading shares in response; though the firm doesn't see much earnings upside over the next 2 years, it expects bullishness about PayPal's mobile payments position to drive shares higher. PayPal expects to handle $7B worth of mobile payments in 2012, up from 2011's $4B. (transcript)"
2012-04-27,EBAY,"Looking to challenge market leader Flipkart and a slew of other local players, eBay...","Looking to challenge market leader Flipkart and a slew of other local players, eBay (NASDAQ:EBAY) is boosting its Indian e-commerce investments. The online auction giant hopes PayPal integration will give it an edge in a country where cash-on-delivery is the most common payment method. Looming on the horizon is Amazon (NASDAQ:AMZN), which recently launched Indian price-comparison site Junglee.com."
2012-05-01,EBAY,"As PayPal (NASDAQ:EBAY), Google (NASDAQ:GOOG), and others bet big on a mobile payments market...","As PayPal (NASDAQ:EBAY), Google (NASDAQ:GOOG), and others bet big on a mobile payments market many expect to take off, consumer security and privacy fears could limit near-term growth. A survey asking U.S. consumers about the technology found large majorities opposed to sharing tracking and contact info with stores they visit. Perhaps most worryingly, 74% said they're unlikely to adopt mobile payments. (previous)"
2012-05-04,EBAY,"Hoping to stem Amazon's (NASDAQ:AMZN) share gains, eBay (NASDAQ:EBAY) and Wal-Mart (NYSE:WMT)...","Hoping to stem Amazon's (NASDAQ:AMZN) share gains, eBay (NASDAQ:EBAY) and Wal-Mart (NYSE:WMT) are investing heavily in improving their search technology; eBay has tripled its search engineer headcount to over 150. The engineers are tasked with revamping eBay's Voyager engine, which is over a decade old. If the efforts succeed, it could be a negative for Google (NASDAQ:GOOG), given its dependence on ad sales related to product searches. Last November, eBay bought recommendation engine Hunch.com."
2012-05-08,EBAY,eBay (NASDAQ:EBAY) plans to open a new software center in India to develop software to support...,"eBay (NASDAQ:EBAY) plans to open a new software center in India to develop software to support its PayPal global payments system. The facility will hire up to 1,000 engineers over the next 3 years, according to the company."
2012-05-08,EBAY,MasterCard (MA -1.1%) unveils a payment solution called PayPass Wallet Services that allows...,"MasterCard (MA
-1.1%) unveils a payment solution called PayPass Wallet Services that allows users to make purchases by touch, click, or tap depending upon the device in hand. On a special CC covering the product launch, execs make it abundantly clear that the new payments system will compete directly with eBay's (EBAY
-0.1%) PayPal in an attempt to make it the one-click checkout standard."
2012-05-09,EBAY,Softbank (OTCPK:SFTBF) teams up with PayPal (NASDAQ:EBAY) to expand Japan's e-payments market by...,Softbank (OTCPK:SFTBF) teams up with PayPal (NASDAQ:EBAY) to expand Japan's e-payments market by targeting iPhone users.
2012-05-16,EBAY,PayPal (NASDAQ:EBAY) will unveil new retail partners for its bricks-and-mortar payment solutions...,"PayPal (NASDAQ:EBAY) will unveil new retail partners for its bricks-and-mortar payment solutions at a media event next week. PayPal has already struck deals with Home Depot and Office Depot for a solution that allows customers to pay either by swiping a PayPal card, or typing in their phone number and a PIN. PayPal is also trialing NFC and app-based mobile payment platforms, not to mention pushing Square rival PayPal Here."
2012-05-18,EBAY,App analytics firm New Relic estimates PayPal (NASDAQ:EBAY) accounts for a whopping 60% of web...,"App analytics firm New Relic estimates PayPal (NASDAQ:EBAY) accounts for a whopping 60% of web payment transactions, more than 3x that of #2 processor Authorize.net. Google Checkout (NASDAQ:GOOG) came in fifth place with a ~3% share. eBay's PayPal revenue rose 32% Y/Y in Q1 on the back of 24% volume growth. The company is hoping PayPal's offline and mobile payments initiatives will drive further growth."
2012-05-22,EBAY,"The FTC speeds up its investigation of Google's (GOOG +0.3%) competitive practices, Bloomberg...","The FTC speeds up its investigation of Google's (GOOG
+0.3%) competitive practices, Bloomberg reports, asking for information from rivals about the company's behavior. The requests to the firms, which include eBay (NASDAQ:EBAY), were sent prior to the EU saying yesterday that Google has a ""matter of weeks"" to resolve a probe and avoid possible fines."
2012-05-24,EBAY,eBay (NASDAQ:EBAY) strikes a deal with VeriFone (NYSE:PAY) and Equinox Payments that will help...,eBay (NASDAQ:EBAY) strikes a deal with VeriFone (NYSE:PAY) and Equinox Payments that will help it see PayPal gain wider acceptance at physical retailers. The move could expand PayPal's reach to 40M global payment terminals as it muscles into the competitive market to process payments at stores.
